# Program:featureCounts v1.4.6-p3; Command:"featureCounts" "-t" "gene" "-g" "ID" "-s" "1" "-F" "GTF" "-T" "4" "-a" "genome/reference.gff" "-o" "data_comptage/counts.txt" "data_bam/SRR10379721.bam" "data_bam/SRR10379722.bam" "data_bam/SRR10379723.bam" "data_bam/SRR10379724.bam" "data_bam/SRR10379725.bam" "data_bam/SRR10379726.bam" 
Geneid	Chr	Start	End	Strand	Length	data_bam/SRR10379721.bam	data_bam/SRR10379722.bam	data_bam/SRR10379723.bam	data_bam/SRR10379724.bam	data_bam/SRR10379725.bam	data_bam/SRR10379726.bam
gene-SAOUHSC_01131	CP000253.1	1085615	1085842	+	228	844	630	703	1327	1172	40
gene-SAOUHSC_01133	CP000253.1	1086147	1087094	-	948	316	203	302	456	665	107
gene-SAOUHSC_01134	CP000253.1	1087343	1087531	+	189	119	65	61	202	234	9
gene-SAOUHSC_T0006	CP000253.1	1088006	1088079	-	74	254	337	108	482	370	93
gene-SAOUHSC_01135	CP000253.1	1088443	1088577	+	135	35641	12987	29587	1327	1105	154
gene-SAOUHSC_01136	CP000253.1	1088634	1088768	+	135	56947	24868	44753	2273	869	717
gene-SAOUHSC_01137	CP000253.1	1088892	1089587	+	696	2606	1440	2338	999	1392	161
gene-SAOUHSC_01138	CP000253.1	1089696	1090136	-	441	4564	3420	3067	4236	5841	320
gene-SAOUHSC_01139	CP000253.1	1090331	1090558	+	228	3880	2620	3541	1593	1994	72
gene-SAOUHSC_01140	CP000253.1	1090500	1090661	-	162	50	34	28	22	26	10
gene-SAOUHSC_01141	CP000253.1	1090750	1091952	+	1203	23387	16583	21563	7048	6437	826
gene-SAOUHSC_01142	CP000253.1	1092096	1092527	+	432	10191	9058	5793	34346	24026	3580
gene-SAOUHSC_01143	CP000253.1	1092564	1093478	+	915	11509	10156	6695	41428	39341	13636
gene-SAOUHSC_01144	CP000253.1	1093492	1093893	+	402	4812	3265	2914	7439	9449	969
gene-SAOUHSC_01145	CP000253.1	1093874	1096108	+	2235	15154	11899	9974	19303	15908	4246
gene-SAOUHSC_01146	CP000253.1	1096400	1097365	+	966	1469	1313	1031	2301	1510	450
gene-SAOUHSC_01147	CP000253.1	1097367	1098716	+	1350	4026	3479	2654	5946	5526	939
gene-SAOUHSC_01148	CP000253.1	1098732	1100051	+	1320	6802	6200	5127	10226	12916	1854
gene-SAOUHSC_01149	CP000253.1	1100157	1101569	+	1413	23249	23083	16232	53148	68868	5729
gene-SAOUHSC_01150	CP000253.1	1101602	1102774	+	1173	42911	38284	28531	89353	102741	44101
gene-SAOUHSC_01152	CP000253.1	1103160	1103825	+	666	2199	1968	1507	2885	4150	349
gene-SAOUHSC_01153	CP000253.1	1103849	1104517	+	669	16942	14506	13790	18632	21512	1466
gene-SAOUHSC_01154	CP000253.1	1104514	1105077	+	564	23199	21945	18085	21455	20779	5994
gene-SAOUHSC_01155	CP000253.1	1105089	1105379	+	291	7030	5128	6694	6457	4992	519
gene-SAOUHSC_01156	CP000253.1	1105462	1106268	+	807	7405	6415	6117	5510	7488	267
gene-SAOUHSC_01158	CP000253.1	1106292	1106909	+	618	28630	21681	23568	20509	26935	5286
gene-SAOUHSC_01159	CP000253.1	1107130	1109883	+	2754	5049	3788	3015	7738	11323	3068
gene-SAOUHSC_01160	CP000253.1	1110173	1110970	+	798	1372	1090	803	1904	2418	176
gene-SAOUHSC_01161	CP000253.1	1111031	1111240	-	210	6	3	5	3	7	0
gene-SAOUHSC_01162	CP000253.1	1111794	1112285	+	492	1388	1292	1473	1300	1867	167
gene-SAOUHSC_01163	CP000253.1	1112285	1113202	+	918	9083	7828	8148	6144	7433	1474
gene-SAOUHSC_01164	CP000253.1	1113602	1114129	+	528	2011	1204	1132	1701	1250	120
gene-SAOUHSC_01165	CP000253.1	1114347	1115654	+	1308	1366	881	960	7209	2495	126
gene-SAOUHSC_01166	CP000253.1	1115682	1116563	+	882	1191	803	830	12078	5137	645
gene-SAOUHSC_01168	CP000253.1	1116581	1117855	+	1275	2116	1608	1554	17808	7018	1202
gene-SAOUHSC_01169	CP000253.1	1117857	1118957	+	1101	1902	1341	1311	13696	4287	315
gene-SAOUHSC_01170	CP000253.1	1118950	1122123	+	3174	7192	4715	5805	35398	17102	4097
gene-SAOUHSC_01171	CP000253.1	1122233	1122925	+	693	1780	1247	1486	5124	3193	317
gene-SAOUHSC_01172	CP000253.1	1122925	1123536	+	612	1842	1121	1560	4142	2164	284
gene-SAOUHSC_01173	CP000253.1	1123566	1123778	+	213	2061	1363	1583	2523	3044	159
gene-SAOUHSC_01174	CP000253.1	1124215	1124616	+	402	3142	2419	2235	2668	2417	640
gene-SAOUHSC_01175	CP000253.1	1124879	1126576	-	1698	9912	8602	6374	7070	5893	492
gene-SAOUHSC_01176	CP000253.1	1126851	1127474	+	624	6094	5476	4999	19190	24556	1941
gene-SAOUHSC_01177	CP000253.1	1127474	1127692	+	219	2475	2289	1987	5713	7061	747
gene-SAOUHSC_01178	CP000253.1	1127908	1129107	+	1200	2919	2418	1913	2963	3408	527
gene-SAOUHSC_01179	CP000253.1	1129107	1131515	+	2409	7198	5482	5183	6083	6715	1812
gene-SAOUHSC_01180	CP000253.1	1132021	1132974	+	954	972	733	762	450	453	22
gene-SAOUHSC_01181	CP000253.1	1133137	1133415	-	279	5901	6347	3332	13090	15608	2046
gene-SAOUHSC_01182	CP000253.1	1133639	1134127	+	489	2312	1917	1992	1697	2402	152
gene-SAOUHSC_01183	CP000253.1	1134120	1135055	+	936	6613	5687	5791	4305	6445	1204
gene-SAOUHSC_01184	CP000253.1	1135052	1136359	+	1308	8592	6413	7149	5699	7880	1129
gene-SAOUHSC_01185	CP000253.1	1136362	1137456	+	1095	8862	7182	7684	6653	9315	1634
gene-SAOUHSC_01186	CP000253.1	1137463	1138206	+	744	4609	3997	4336	3625	5783	1792
gene-SAOUHSC_01187	CP000253.1	1138203	1140197	+	1995	29161	19611	26322	11479	14366	2640
gene-SAOUHSC_01188	CP000253.1	1140443	1141300	+	858	2724	2206	2055	3082	3473	374
gene-SAOUHSC_01189	CP000253.1	1141301	1141945	+	645	2668	2086	2057	2492	2267	221
gene-SAOUHSC_01190	CP000253.1	1141952	1142593	+	642	3664	2676	2938	2786	3089	499
gene-SAOUHSC_01191	CP000253.1	1142974	1143162	-	189	81655	77561	43639	132773	107306	33131
gene-SAOUHSC_01192	CP000253.1	1143605	1143979	+	375	5345	4557	3936	3278	3839	489
gene-SAOUHSC_01193	CP000253.1	1143994	1145640	+	1647	21972	16338	15067	13808	12626	2297
gene-SAOUHSC_01194	CP000253.1	1145830	1147890	+	2061	4701	4049	2534	7326	7038	808
gene-SAOUHSC_01196	CP000253.1	1148093	1148665	+	573	3026	2768	1879	10181	10265	1109
gene-SAOUHSC_01197	CP000253.1	1148670	1149656	+	987	5096	5433	3374	18980	19638	6629
gene-SAOUHSC_01198	CP000253.1	1149649	1150575	+	927	5519	5689	3705	20830	18835	3892
gene-SAOUHSC_01199	CP000253.1	1150568	1151302	+	735	5887	5920	3804	22207	21054	5663
gene-SAOUHSC_01200	CP000253.1	1151425	1151523	-	99	10	2	2	16	12	0
gene-SAOUHSC_01201	CP000253.1	1151545	1151778	+	234	6364	5134	3518	28966	20536	2407
gene-SAOUHSC_01203	CP000253.1	1151894	1152625	+	732	662	567	504	1355	1618	319
gene-SAOUHSC_01204	CP000253.1	1152772	1156338	+	3567	4794	3949	3410	5568	6435	709
gene-SAOUHSC_01205	CP000253.1	1156338	1157588	+	1251	2649	2134	2130	2689	3418	831
gene-SAOUHSC_01206	CP000253.1	1157575	1157907	+	333	836	624	771	947	2000	95
gene-SAOUHSC_01207	CP000253.1	1157933	1159300	+	1368	11433	9309	8204	12049	14704	2223
gene-SAOUHSC_01208	CP000253.1	1159735	1160010	+	276	15091	9658	9235	4344	5026	1146
gene-SAOUHSC_01209	CP000253.1	1160198	1160701	+	504	2364	1687	1924	601	728	77
gene-SAOUHSC_01210	CP000253.1	1160701	1161438	+	738	5830	4345	4708	1289	1449	414
gene-SAOUHSC_01211	CP000253.1	1161541	1161891	+	351	119927	100146	88736	54052	17800	4318
gene-SAOUHSC_01212	CP000253.1	1162045	1162206	+	162	24	19	18	13	3	0
gene-SAOUHSC_01213	CP000253.1	1162135	1164741	-	2607	3195	2460	2311	3209	3970	315
gene-SAOUHSC_01214	CP000253.1	1165142	1166026	+	885	2034	1690	1441	2137	2974	393
gene-SAOUHSC_01215	CP000253.1	1166010	1166777	+	768	2967	2261	2381	2357	3388	909
gene-SAOUHSC_01216	CP000253.1	1166886	1168052	+	1167	34829	37994	24944	29057	36379	20308
gene-SAOUHSC_01218	CP000253.1	1168074	1168982	+	909	44868	44575	31182	29120	32923	18008
gene-SAOUHSC_01219	CP000253.1	1169209	1170327	+	1119	1448	1045	1165	342	288	34
gene-SAOUHSC_01220	CP000253.1	1170355	1171599	+	1245	1342	824	1158	370	366	23
gene-SAOUHSC_01221	CP000253.1	1171904	1172644	+	741	142	101	132	121	137	19
gene-SAOUHSC_01222	CP000253.1	1172818	1174893	+	2076	18636	17022	15872	21534	33637	9501
gene-SAOUHSC_01223	CP000253.1	1175049	1176356	+	1308	19258	15591	16563	15311	25951	8928
gene-SAOUHSC_01224	CP000253.1	1176773	1177669	+	897	3460	3605	2117	6888	8786	1610
gene-SAOUHSC_01225	CP000253.1	1177666	1178211	+	546	3985	4474	2525	6506	8095	3271
gene-SAOUHSC_01226	CP000253.1	1178277	1179680	+	1404	10887	11449	7155	18224	21995	4091
gene-SAOUHSC_01228	CP000253.1	1179705	1180478	+	774	6686	6172	4206	13377	16708	1963
gene-SAOUHSC_01230	CP000253.1	1180529	1180621	+	93	41	37	23	59	48	14
gene-SAOUHSC_01232	CP000253.1	1180857	1181588	+	732	281698	244557	243006	35043	27280	3688
gene-SAOUHSC_01233	CP000253.1	1181622	1181735	+	114	11942	8164	12429	2097	2307	114
gene-SAOUHSC_01234	CP000253.1	1181770	1182651	+	882	144202	119126	115934	35088	28679	5796
gene-SAOUHSC_01235	CP000253.1	1182788	1183510	+	723	3579	2676	2385	2277	2305	725
gene-SAOUHSC_01236	CP000253.1	1183529	1184083	+	555	7255	5183	5346	4058	4022	706
gene-SAOUHSC_01237	CP000253.1	1184456	1185226	+	771	1689	1586	1422	2460	2942	250
gene-SAOUHSC_01238	CP000253.1	1185233	1186015	+	783	2181	1781	1698	2062	1914	362
gene-SAOUHSC_01239	CP000253.1	1186354	1187538	+	1185	5794	4244	4065	6473	8354	1238
gene-SAOUHSC_01240	CP000253.1	1187558	1189261	+	1704	14810	11211	10328	17582	19431	4380
gene-SAOUHSC_01241	CP000253.1	1189525	1193835	+	4311	37399	26564	28339	18428	18206	4248
gene-SAOUHSC_01242	CP000253.1	1194125	1194592	+	468	6725	5620	5057	2650	2919	431
gene-SAOUHSC_01243	CP000253.1	1194613	1195788	+	1176	16001	13575	11461	6832	4256	1351
gene-SAOUHSC_01244	CP000253.1	1195809	1196093	+	285	3321	2517	2678	1558	1439	362
gene-SAOUHSC_01245	CP000253.1	1196090	1196407	+	318	3724	3009	2909	1785	1856	383
gene-SAOUHSC_01246	CP000253.1	1196412	1198529	+	2118	51334	40288	37187	29668	24921	5615
gene-SAOUHSC_01247	CP000253.1	1198915	1199265	+	351	8612	6941	6377	5188	6355	1321
gene-SAOUHSC_01248	CP000253.1	1199434	1200351	+	918	1682	1630	1201	2843	3640	982
gene-SAOUHSC_01249	CP000253.1	1200366	1201337	+	972	5195	4335	3115	6832	7014	914
gene-SAOUHSC_01250	CP000253.1	1201452	1201721	+	270	102804	66998	78289	38979	36882	3371
gene-SAOUHSC_01251	CP000253.1	1202091	1204187	+	2097	33863	30485	26373	33386	37143	11200
gene-SAOUHSC_01252	CP000253.1	1204525	1206096	+	1572	35629	25197	24475	26378	27622	6411
gene-SAOUHSC_01253	CP000253.1	1206478	1208721	+	2244	11861	9369	7266	14958	14235	3739
gene-SAOUHSC_01254	CP000253.1	1208726	1209439	+	714	1653	1532	1043	2994	2602	927
gene-SAOUHSC_01255	CP000253.1	1209470	1210735	+	1266	1143	826	852	615	629	63
gene-SAOUHSC_01256	CP000253.1	1210735	1212021	+	1287	2409	1858	1761	1394	1705	341
gene-SAOUHSC_01257	CP000253.1	1212021	1212725	+	705	2047	1658	1420	1223	1232	599
gene-SAOUHSC_01258	CP000253.1	1212830	1213657	+	828	5477	4274	4299	5310	7613	1315
gene-SAOUHSC_01259	CP000253.1	1213676	1214068	+	393	3465	2503	2551	3100	3626	1827
gene-SAOUHSC_01260	CP000253.1	1214102	1214680	+	579	4842	3230	3597	3922	5343	472
gene-SAOUHSC_01261	CP000253.1	1214907	1216058	+	1152	2444	1922	1747	3367	3526	330
gene-SAOUHSC_01262	CP000253.1	1216298	1217266	+	969	71043	52090	53322	46514	37204	10892
gene-SAOUHSC_01263	CP000253.1	1217620	1219179	+	1560	121372	113829	105477	68265	67239	12531
gene-SAOUHSC_01264	CP000253.1	1219476	1219691	-	216	1520	1243	561	1407	972	32
gene-SAOUHSC_01265	CP000253.1	1219865	1220662	+	798	2229	2053	1523	5530	6072	1234
gene-SAOUHSC_01266	CP000253.1	1220802	1222562	+	1761	8121	7596	6080	8931	12690	2450
gene-SAOUHSC_01267	CP000253.1	1222563	1223429	+	867	5510	4658	4224	5909	8011	2161
gene-SAOUHSC_01268	CP000253.1	1223523	1223816	+	294	202	185	130	580	780	46
gene-SAOUHSC_01269	CP000253.1	1223950	1225494	+	1545	9249	6651	8188	10061	11550	1198
gene-SAOUHSC_01270	CP000253.1	1225495	1225860	+	366	4250	3180	3975	3389	5789	602
gene-SAOUHSC_01271	CP000253.1	1225887	1226378	+	492	4991	3539	4187	3566	3381	758
gene-SAOUHSC_01272	CP000253.1	1226777	1229299	+	2523	4184	3040	2875	5011	6466	928
gene-SAOUHSC_01273	CP000253.1	1229312	1231321	+	2010	4389	2885	3210	4571	6028	960
gene-SAOUHSC_01274	CP000253.1	1231327	1231869	+	543	1487	965	1336	1343	2155	222
gene-SAOUHSC_01275	CP000253.1	1232334	1233152	+	819	4523	3847	2549	28311	19797	11289
gene-SAOUHSC_01276	CP000253.1	1233281	1234777	+	1497	4115	4399	2829	12896	12207	3650
gene-SAOUHSC_01278	CP000253.1	1234935	1236608	+	1674	2326	2524	1933	63050	12954	7754
gene-SAOUHSC_01279	CP000253.1	1236758	1237672	+	915	405	323	235	1668	1965	217
gene-SAOUHSC_01280	CP000253.1	1237690	1238625	+	936	1905	1673	1312	2523	2196	277
gene-SAOUHSC_01281	CP000253.1	1238640	1238873	+	234	1266	1100	777	1331	657	108
gene-SAOUHSC_01282	CP000253.1	1239095	1239571	-	477	1821	1587	886	3287	3973	965
gene-SAOUHSC_01283	CP000253.1	1239683	1240921	+	1239	2335	2095	1900	1868	2078	371
gene-SAOUHSC_01284	CP000253.1	1240940	1242178	+	1239	4342	3492	3254	2456	3038	351
gene-SAOUHSC_01285	CP000253.1	1242421	1242789	+	369	2642	2594	1766	9113	8063	671
gene-SAOUHSC_01287	CP000253.1	1242808	1244148	+	1341	15863	13692	11264	48087	41439	6407
gene-SAOUHSC_01288	CP000253.1	1244641	1244838	+	198	80	72	58	112	66	16
gene-SAOUHSC_01289	CP000253.1	1245527	1245751	+	225	12	2	4	10	19	1
gene-SAOUHSC_01290	CP000253.1	1246045	1246251	+	207	59	36	60	107	101	4
gene-SAOUHSC_01291	CP000253.1	1246952	1247062	+	111	15	9	11	26	69	7
gene-SAOUHSC_01292	CP000253.1	1247490	1247675	+	186	80	66	64	55	80	2
gene-SAOUHSC_01293	CP000253.1	1248187	1248291	+	105	5	4	1	8	2	0
gene-SAOUHSC_01294	CP000253.1	1248246	1248419	+	174	14	4	12	9	10	1
gene-SAOUHSC_01295	CP000253.1	1248420	1248671	+	252	114	64	100	182	263	8
gene-SAOUHSC_01296	CP000253.1	1248717	1249301	+	585	23	29	28	79	85	22
gene-SAOUHSC_01297	CP000253.1	1249422	1249670	+	249	9	4	4	78	163	8
gene-SAOUHSC_01298	CP000253.1	1249705	1249827	+	123	2	1	2	0	1	0
gene-SAOUHSC_01299	CP000253.1	1249800	1249901	+	102	9	4	3	3	2	0
gene-SAOUHSC_01300	CP000253.1	1249947	1250213	+	267	19	5	14	17	11	0
gene-SAOUHSC_01301	CP000253.1	1250210	1250347	+	138	63	42	106	284	435	16
gene-SAOUHSC_01302	CP000253.1	1250550	1250684	+	135	52	33	28	166	225	100
gene-SAOUHSC_01303	CP000253.1	1250775	1251065	+	291	39	26	43	231	264	23
gene-SAOUHSC_01304	CP000253.1	1251076	1251270	+	195	355	176	219	646	316	24
gene-SAOUHSC_01305	CP000253.1	1251320	1251661	+	342	71	42	112	295	405	37
gene-SAOUHSC_01306	CP000253.1	1251668	1251859	+	192	6	7	11	68	82	10
gene-SAOUHSC_01307	CP000253.1	1252408	1253433	-	1026	1507	1073	1070	947	862	243
gene-SAOUHSC_01309	CP000253.1	1253699	1254025	-	327	30	16	23	5	8	0
gene-SAOUHSC_01310	CP000253.1	1253958	1255439	+	1482	1649	1168	943	5078	6869	1106
gene-SAOUHSC_01311	CP000253.1	1255614	1256522	+	909	78	48	66	86	166	9
gene-SAOUHSC_01312	CP000253.1	1256491	1257222	+	732	86	40	98	88	232	3
gene-SAOUHSC_01313	CP000253.1	1257226	1258317	+	1092	1034	639	995	708	1166	71
gene-SAOUHSC_01314	CP000253.1	1258314	1258916	+	603	1847	1106	1561	910	1357	71
gene-SAOUHSC_01315	CP000253.1	1259029	1259217	-	189	24	18	41	74	124	15
gene-SAOUHSC_01316	CP000253.1	1259356	1259889	+	534	878	569	699	441	594	78
gene-SAOUHSC_01317	CP000253.1	1260032	1260886	-	855	3843	2982	2369	5121	5968	315
gene-SAOUHSC_01318	CP000253.1	1261217	1261792	+	576	2268	1419	1357	2352	2546	125
gene-SAOUHSC_01319	CP000253.1	1261846	1263228	-	1383	3434	2504	3185	13636	16320	1853
gene-SAOUHSC_01320	CP000253.1	1263419	1264699	+	1281	14555	12564	13168	46076	86965	12677
gene-SAOUHSC_01321	CP000253.1	1264705	1265766	+	1062	16900	12150	15069	41070	52659	6006
gene-SAOUHSC_01322	CP000253.1	1265768	1266682	+	915	11092	8627	8654	33280	43455	3175
gene-SAOUHSC_01323	CP000253.1	1266740	1267543	+	804	12235	8455	8821	29858	33109	3563
gene-SAOUHSC_01324	CP000253.1	1267836	1268150	-	315	1397	1260	989	2503	2452	158
gene-SAOUHSC_01325	CP000253.1	1268125	1268229	-	105	1	0	4	0	8	0
gene-SAOUHSC_01326	CP000253.1	1268368	1269822	-	1455	6263	5275	4817	24233	33793	5353
gene-SAOUHSC_01327	CP000253.1	1270122	1271543	+	1422	29279	25962	17127	75877	92773	23849
gene-SAOUHSC_01328	CP000253.1	1271634	1271783	+	150	25284	21363	15569	18780	30657	3407
gene-SAOUHSC_01329	CP000253.1	1272237	1272506	+	270	10112	5888	5848	891	1074	43
gene-SAOUHSC_01330	CP000253.1	1272663	1273640	+	978	2778	2479	2228	834	540	105
gene-SAOUHSC_01331	CP000253.1	1273637	1273741	-	105	8	4	3	7	11	2
gene-SAOUHSC_01332	CP000253.1	1273815	1274678	+	864	4009	3441	3303	2565	2935	252
gene-SAOUHSC_01333	CP000253.1	1275058	1275681	-	624	35372	27252	27834	29101	29996	4743
gene-SAOUHSC_01334	CP000253.1	1275824	1276057	+	234	19083	14108	14889	2063	2395	103
gene-SAOUHSC_01336	CP000253.1	1276193	1276432	+	240	4793	2943	4163	1602	2189	181
gene-SAOUHSC_01337	CP000253.1	1276664	1278541	+	1878	94407	69503	69544	61974	66182	22951
gene-SAOUHSC_01338	CP000253.1	1278774	1279061	+	288	6305	5150	4974	4244	5858	308
gene-SAOUHSC_01339	CP000253.1	1279048	1279146	+	99	14	12	9	3	7	1
gene-SAOUHSC_01340	CP000253.1	1279279	1279707	+	429	2430	2008	1905	1850	1785	81
gene-SAOUHSC_01341	CP000253.1	1279831	1280952	+	1122	2147	1464	1834	467	564	53
gene-SAOUHSC_01342	CP000253.1	1280956	1283799	+	2844	10804	5790	9552	2358	2706	455
gene-SAOUHSC_01343	CP000253.1	1283879	1283986	+	108	1493	742	1251	324	260	52
gene-SAOUHSC_01344	CP000253.1	1284016	1284504	+	489	145	89	113	38	41	2
gene-SAOUHSC_01346	CP000253.1	1284623	1286269	+	1647	12644	10098	11880	8066	6672	1522
gene-SAOUHSC_01347	CP000253.1	1287161	1289866	+	2706	13514	11844	8397	18476	21459	4400
gene-SAOUHSC_01348	CP000253.1	1290046	1290513	+	468	4542	3225	3860	2827	3095	227
gene-SAOUHSC_01349	CP000253.1	1290720	1291016	-	297	1117	864	745	2218	2413	579
gene-SAOUHSC_01350	CP000253.1	1291392	1292000	-	609	2931	2069	1971	8549	6721	1550
gene-SAOUHSC_01351	CP000253.1	1292206	1294197	+	1992	13751	11403	11392	9831	12031	3615
gene-SAOUHSC_01352	CP000253.1	1294197	1296599	+	2403	24508	18979	22002	15090	16867	2648
gene-SAOUHSC_01353	CP000253.1	1296727	1296825	-	99	19	13	14	7	2	0
gene-SAOUHSC_01354	CP000253.1	1296849	1298309	+	1461	11986	10129	9775	14703	14167	6713
gene-SAOUHSC_01356	CP000253.1	1298809	1299660	+	852	1046	800	576	3746	4020	212
gene-SAOUHSC_01357	CP000253.1	1299635	1299802	+	168	138	84	94	564	785	13
gene-SAOUHSC_01358	CP000253.1	1299795	1301003	+	1209	7392	5383	3975	14805	18934	892
gene-SAOUHSC_01359	CP000253.1	1301484	1304006	+	2523	10082	8728	7400	30442	38554	1358
gene-SAOUHSC_01360	CP000253.1	1304209	1304718	-	510	4625	3404	3332	5670	8513	1045
gene-SAOUHSC_01361	CP000253.1	1304855	1305838	+	984	12315	9714	11794	5181	5197	1230
gene-SAOUHSC_01362	CP000253.1	1305926	1306111	-	186	1058	806	654	2815	3907	1108
gene-SAOUHSC_01363	CP000253.1	1306259	1307521	+	1263	37586	26623	27674	2863	1690	157
gene-SAOUHSC_01364	CP000253.1	1307658	1308749	-	1092	687	665	364	4451	5791	701
gene-SAOUHSC_01365	CP000253.1	1308914	1309945	+	1032	73048	45314	60583	4867	4912	507
gene-SAOUHSC_01366	CP000253.1	1310437	1311843	+	1407	378	332	166	362	613	67
gene-SAOUHSC_01367	CP000253.1	1311840	1312406	+	567	152	176	70	193	298	149
gene-SAOUHSC_01368	CP000253.1	1312412	1313410	+	999	230	270	142	459	701	166
gene-SAOUHSC_01369	CP000253.1	1313412	1314194	+	783	177	220	89	423	919	73
gene-SAOUHSC_01370	CP000253.1	1314194	1314826	+	633	127	149	76	321	746	105
gene-SAOUHSC_01371	CP000253.1	1314819	1316033	+	1215	376	337	217	779	1514	491
gene-SAOUHSC_01372	CP000253.1	1316026	1316754	+	729	940	659	597	981	1797	497
gene-SAOUHSC_01373	CP000253.1	1317076	1318338	+	1263	7163	5455	3659	13647	13864	1213
gene-SAOUHSC_01374	CP000253.1	1318357	1319616	+	1260	11716	9001	6129	18514	19896	3007
gene-SAOUHSC_01375	CP000253.1	1320299	1321066	+	768	1173	850	842	1516	1984	179
gene-SAOUHSC_01376	CP000253.1	1321114	1321587	-	474	2374	1762	1573	1956	2806	379
gene-SAOUHSC_01377	CP000253.1	1321711	1322412	-	702	1982	1408	1501	1248	1299	131
gene-SAOUHSC_01378	CP000253.1	1322405	1323178	-	774	1143	789	915	602	858	124
gene-SAOUHSC_01379	CP000253.1	1323165	1323995	-	831	969	624	635	539	608	102
gene-SAOUHSC_01380	CP000253.1	1323988	1324974	-	987	939	722	669	771	937	52
gene-SAOUHSC_01381	CP000253.1	1325145	1325330	-	186	41	17	6	24	6	3
gene-SAOUHSC_01382	CP000253.1	1325278	1325622	-	345	36	10	26	52	84	11
gene-SAOUHSC_01383	CP000253.1	1325827	1327641	+	1815	3989	2603	2013	2567	2830	471
gene-SAOUHSC_01384	CP000253.1	1327781	1328422	-	642	904	541	628	435	435	26
gene-SAOUHSC_01385	CP000253.1	1328429	1329280	-	852	473	337	309	248	307	41
gene-SAOUHSC_01386	CP000253.1	1329327	1330244	-	918	291	232	260	183	129	56
gene-SAOUHSC_01387	CP000253.1	1330246	1331172	-	927	154	112	136	60	66	14
gene-SAOUHSC_01388	CP000253.1	1331232	1331339	-	108	25	10	11	8	2	1
gene-SAOUHSC_01389	CP000253.1	1331363	1332346	-	984	194	111	158	53	51	18
gene-SAOUHSC_A01332	CP000253.1	1332694	1332855	-	162	119	76	55	58	137	167
gene-SAOUHSC_01390	CP000253.1	1332886	1333182	+	297	30	17	15	24	45	24
gene-SAOUHSC_01391	CP000253.1	1333318	1334220	-	903	11289	8084	8792	6907	5972	1275
gene-SAOUHSC_01392	CP000253.1	1334367	1335968	+	1602	11721	9038	11829	8609	10856	1242
gene-SAOUHSC_01394	CP000253.1	1336828	1338033	+	1206	13025	9592	13039	111937	195237	30740
gene-SAOUHSC_01395	CP000253.1	1338097	1339086	+	990	12983	9119	13761	77419	177798	17990
gene-SAOUHSC_01396	CP000253.1	1339088	1339975	+	888	10698	7552	10794	48861	112777	10230
gene-SAOUHSC_01397	CP000253.1	1340002	1340694	+	693	10962	8059	11034	41053	88764	6544
gene-SAOUHSC_01398	CP000253.1	1340721	1341440	+	720	11435	7982	11199	37087	67271	16513
gene-SAOUHSC_01399	CP000253.1	1341583	1342734	+	1152	2075	1511	1656	22880	38664	3859
gene-SAOUHSC_01400	CP000253.1	1342739	1343824	+	1086	2863	1911	2346	20144	34119	2500
gene-SAOUHSC_01401	CP000253.1	1343814	1345079	+	1266	7907	5262	6617	25108	45952	3800
gene-SAOUHSC_01402	CP000253.1	1345319	1345720	-	402	20	19	17	43	46	18
gene-SAOUHSC_01403	CP000253.1	1345917	1346117	-	201	14670	12737	8526	40476	35383	9508
gene-SAOUHSC_01404	CP000253.1	1346152	1346340	+	189	10	7	6	10	4	0
gene-SAOUHSC_01405	CP000253.1	1346288	1346596	-	309	1691	936	703	3262	3980	396
gene-SAOUHSC_01406	CP000253.1	1346759	1347028	+	270	1865	1462	857	2557	3769	368
gene-SAOUHSC_01407	CP000253.1	1347047	1347676	+	630	5572	4095	2838	7782	8129	578
gene-SAOUHSC_01408	CP000253.1	1347708	1348844	+	1137	12323	9409	6073	14391	16271	1241
gene-SAOUHSC_01409	CP000253.1	1348900	1349016	-	117	4	4	0	0	0	1
gene-SAOUHSC_01410	CP000253.1	1349111	1349503	-	393	158	119	122	19	14	4
gene-SAOUHSC_01411	CP000253.1	1349856	1351199	-	1344	6769	4115	5304	2022	2060	173
gene-SAOUHSC_01412	CP000253.1	1351424	1353310	-	1887	4570	3743	2784	4870	5635	1283
gene-SAOUHSC_01413	CP000253.1	1353324	1354115	-	792	2016	1783	1254	2554	3621	295
gene-SAOUHSC_01414	CP000253.1	1354296	1354631	-	336	6010	3636	3949	3870	2105	233
gene-SAOUHSC_01415	CP000253.1	1354528	1355337	-	810	12209	8719	7114	8295	6043	1694
gene-SAOUHSC_01416	CP000253.1	1355917	1357185	-	1269	42410	40961	28164	18089	23119	4104
gene-SAOUHSC_01418	CP000253.1	1357199	1359997	-	2799	63167	63315	40351	41799	47003	7106
gene-SAOUHSC_01419	CP000253.1	1360281	1361636	-	1356	11731	9468	8540	13810	16352	2021
gene-SAOUHSC_01420	CP000253.1	1361633	1362292	-	660	5611	4909	3645	11700	12874	1673
gene-SAOUHSC_01421	CP000253.1	1362554	1362685	-	132	22	12	23	68	96	3
gene-SAOUHSC_01422	CP000253.1	1362762	1362962	-	201	27	29	14	64	102	12
gene-SAOUHSC_01423	CP000253.1	1363079	1363693	-	615	2631	2345	2038	4567	5172	752
